,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
1715,210.0,198.0,3.0,0.5,1.0,DF,F,D,"rounding, also clean needles",12.0,22.6,188.0,20250201.0,210.0,BDG_20250201,122.32288466111773,,0.9026980049731164
1716,198.0,188.0,1.5,0.5,1.0,DF,F,D,,10.0,19.8,198.2,,210.0,BDG_20250201,575.3344090075403,,3.99763903066291
1717,188.0,187.0,2.0,1.0,1.5,SHxr,F,D,,1.0,1.9,190.8,,210.0,BDG_20250201,,,
1718,187.0,177.0,1.0,0.3,0.5,FCxr,F,D,,10.0,20.5,205.3,,210.0,BDG_20250201,,,
1719,177.0,176.0,3.0,1.0,2.0,SHxr,F,D,very late stages of rounding,1.0,2.2,220.2,,210.0,BDG_20250201,,,
1720,176.0,162.0,1.0,0.4,0.7,FCxr,F,D,,14.0,34.9,249.4,,210.0,BDG_20250201,,,
1721,162.0,161.0,0.5,0.2,0.3,MFcr,4F,D,,1.0,2.4,286.4952845375,,210.0,BDG_20250201,,,
1722,161.0,142.0,0.7,0.2,0.5,RGxf,4F,D,faceted on top and bottom,19.0,55.4,291.3,,210.0,BDG_20250201,,,
1723,142.0,104.0,7.0,0.3,0.5,RGxf,1F,D,,38.0,127.8,336.4,,210.0,BDG_20250201,,,
1724,104.0,79.0,0.7,0.2,0.4,RG,P,D,graupel layer at 129,25.0,92.1,368.4,,210.0,BDG_20250201,,,
1725,79.0,78.0,3.0,1.5,2.0,SHxr,F,D,a few faceted edges,1.0,3.6,355.5,,210.0,BDG_20250201,,,
1726,78.0,60.0,0.8,0.5,0.6,RGlr,P,D,,18.0,65.1,361.5,,210.0,BDG_20250201,,,
1727,60.0,57.0,0.5,0.3,0.4,MFcr,1F,D,,3.0,10.8,325.126898,,210.0,BDG_20250201,,,
1728,57.0,20.0,0.4,0.2,0.3,RG,K,D,,,,410.7,,210.0,BDG_20250201,,,
1729,20.0,0.0,1.0,0.5,0.7,RGlr,P,D,,,,,,210.0,BDG_20250201,,,
1730,108.0,96.0,1.0,0.1,0.3,DF,4F,D,DFbk,11.199999999999989,14.0,125.0,20250214.0,108.0,DHMet_20250214,39.815905487804876,1.522604810576923,
1731,96.0,85.0,1.0,0.3,0.5,DF,4F,D,DFdc PPpl PPsd,10.0,18.0,175.0,,108.0,DHMet_20250214,,,
1732,85.0,82.0,1.0,0.3,0.8,MFcr,K,D,Some faceting,3.200000000000003,10.0,297.0,,108.0,DHMet_20250214,,,
1733,82.0,61.0,0.8,0.3,0.5,RG,1F,D,,18.800000000000004,48.0,256.0,,108.0,DHMet_20250214,,,
1734,61.0,44.0,2.0,0.5,1.0,FCxr,1F,D,,11.4,34.0,299.0,,108.0,DHMet_20250214,,,
1735,44.0,21.0,2.5,0.5,1.0,FCxr,4F,D,,23.2,61.0,261.0,,108.0,DHMet_20250214,,,
1736,21.0,0.0,3.0,1.0,2.0,DHxr,4F,D,DHch,19.8,51.0,258.0,,108.0,DHMet_20250214,,,
1742,53.0,52.5,2.0,0.5,1.0,PP,F,D,"PPgp, Some clear PPsd",,,,20241226.0,53.0,JPLMet_20241226,0.981,0.07912702857142857,
1743,52.5,40.0,1.0,0.3,0.5,DF,F,D,DFdc,13.0,21.5,165.3846153846154,,53.0,JPLMet_20241226,12.55274255514706,0.2962298072289157,
1744,40.0,4.0,4.0,1.0,2.0,DHla,F,D,Visual evidence of old layer,34.4,60.0,174.4186046511628,,53.0,JPLMet_20241226,,,
1745,4.0,0.0,2.0,0.5,1.0,IFbi,P,D,"Clamps, Intermittent",3.0,6.5,216.66666666666663,,53.0,JPLMet_20241226,,,
1754,97.0,96.5,2.0,0.5,1.0,DF,F,D,DHbk FCsf Needles,,,,20250108.0,97.0,FST_20250108,0.981,0.030074285714285713,
1755,96.5,81.0,0.5,0.1,0.3,FC,F,D,FCso Some DF,15.8,16.0,101.26582278481013,,97.0,FST_20250108,32.255317725395244,0.7563002982312925,
1756,81.0,50.0,0.5,0.1,0.3,RGxf,1F,D,,30.0,64.5,215.0,,97.0,FST_20250108,,,
1757,50.0,31.0,2.0,1.0,1.5,RGxf,1F,D,,19.8,50.0,252.5252525252525,,97.0,FST_20250108,,,
1758,31.0,0.0,4.0,1.0,2.0,DHcp,4F,D,,28.2,68.5,242.90780141843973,,97.0,FST_20250108,,,
1766,77.0,68.0,,,<1,PP,F,D,rimed,,,,,77.0,JPLMet_20240117,,0.38814119365079364,
1767,68.0,45.0,,,<1,RG,F+,D,"DF, 1-2mm",,,,,77.0,JPLMet_20240117,,,
1768,45.0,39.0,,,<1,RG,F+,D,,,,,,77.0,JPLMet_20240117,,,
1769,39.0,32.0,,,<1,RG,1F,D,wind packed,,,,,77.0,JPLMet_20240117,,,
1770,32.0,28.0,,,1_2,RG,4F,D,,,,,,77.0,JPLMet_20240117,,,
1771,28.0,22.0,,,2_4,FC,F,D,,,,,,77.0,JPLMet_20240117,,,
1772,22.0,0.0,,,4_6,DH,F+,D,chains,,,,,77.0,JPLMet_20240117,,,
1773,32.0,25.0,,,<1,FC,F-,D,,,,,,32.0,JPLMet_20240103,,0.2902332133333333,
1774,25.0,16.5,,,2_4,FC,F,D,,,,,,32.0,JPLMet_20240103,,,
1775,16.5,9.5,,,4_6,FC,F,D,chains,,,,,32.0,JPLMet_20240103,,,
1776,9.5,0.0,,,2_4,DH,4F+,D,secondary size 4-6mm,,,,,32.0,JPLMet_20240103,,,
1777,81.0,65.0,,,<1,DF,F,D,some rounds,,,,,81.0,JPLMet_20240228,36.592803448275866,0.9217834763636363,
1778,65.0,64.0,,,<1,MFcr,1F+,D,some faceted edges,,,,,81.0,JPLMet_20240228,,,
1779,64.0,40.0,,,1_2,RG,F,D,showing FC,,,,,81.0,JPLMet_20240228,,,
1780,40.0,27.0,,,1_2,FC,4F+,D,,,,,,81.0,JPLMet_20240228,,,
1781,27.0,24.5,,,1_2,RG,1F-,D,some facets,,,,,81.0,JPLMet_20240228,,,
1782,24.5,0.0,,,4_6,FC,F,D,,,,,,81.0,JPLMet_20240228,,,
1783,158.0,153.0,,,1_2,PP,F-,D,"stelars, needles, some riming",,,,,158.0,FSTA_20240118,9.81,0.20485110161443496,
1784,153.0,128.0,,,1_2,DF,F,D,,,,,,158.0,FSTA_20240118,50.605578710644686,1.244015343373494,
1785,128.0,86.5,,,<1,RG,F+,D,some DF 1-2mm,,,,,158.0,FSTA_20240118,,,
1786,86.5,68.0,,,1_2,RG,1F,D,,,,,,158.0,FSTA_20240118,,,
1787,68.0,44.0,,,2_4,FC,F,D,"some rounding, some 4-6mm",,,,,158.0,FSTA_20240118,,,
1788,44.0,23.0,,,2_4,FC,F,D,,,,,,158.0,FSTA_20240118,,,
1789,23.0,0.0,,,2_4,DH,F+,D,"some 4-6mm, some cups, some prisms",,,,,158.0,FSTA_20240118,,,
1790,145.0,130.0,,,1_2,MF,F+,M,1mm,,,,,145.0,DHNMet_20240514,253.93442182460737,4.430733337773549,
1791,130.0,127.0,,,<1,MF,1F,M,0.5mm,,,,,145.0,DHNMet_20240514,21.244307372175985,,
1792,127.0,126.5,,,<1,MF,P,M,"0.2mm, prev ice lens, still 0.5cm ice form in places",,,,,145.0,DHNMet_20240514,,,
1793,126.5,118.0,,,<1,MF,1F,M,0.5mm,,,,,145.0,DHNMet_20240514,,,
1794,118.0,115.0,,,<1,MF,1F,M,"0.2mm, well bonded",,,,,145.0,DHNMet_20240514,,,
1795,115.0,109.0,,,<1,MF,1F,M,0.1mm,,,,,145.0,DHNMet_20240514,,,
1796,109.0,107.5,,,<1,MF,4F,VW,"0.2mm, dicontinuous layer",,,,,145.0,DHNMet_20240514,,,
1797,107.5,93.0,,,<1,MF,P,M,"0.5mm, faint dust layer @96cm.  ~0.5 cm thick",,,,,145.0,DHNMet_20240514,,,
1798,93.0,64.0,,,<1,MF,1F,M,0.2-0.3mm,,,,,145.0,DHNMet_20240514,,,
1799,64.0,44.0,,,<1,RG,1F,M,0.3mm,,,,,145.0,DHNMet_20240514,,,
1800,44.0,0.0,,,2_4,FC,4F,M,"2mm, wet facets",,,,,145.0,DHNMet_20240514,,,
1801,109.0,95.0,,,<1,RG,F,D,Some DF,,,,,109.0,AM_20240214,48.511389655172415,1.4592995271393643,
1802,95.0,82.0,,,1_2,RG,F+,D,,,,,,109.0,AM_20240214,,,
1803,82.0,81.5,,,1_2,MFcr,F,D,"recrystalizing, MFcr -> FC",,,,,109.0,AM_20240214,,,
1804,81.5,75.0,,,1_2,RG,F+,D,Faceting,,,,,109.0,AM_20240214,,,
1805,75.0,59.0,,,<1,RG,4F+,D,,,,,,109.0,AM_20240214,,,
1806,59.0,51.0,,,<1,RG,1F,D,,,,,,109.0,AM_20240214,,,
1807,51.0,41.0,,,2_4,FC,F,D,some rounded edges,,,,,109.0,AM_20240214,,,
1808,41.0,40.5,,,<1,MFcr,F+,D,faceting - recrystalizing.  MFcr --> FC,,,,,109.0,AM_20240214,,,
1809,40.5,23.0,,,2_4,FC,F+,D,"Some to 6mm, some rounded edges",,,,,109.0,AM_20240214,,,
1810,23.0,0.0,,,4_6,FC,F,D,"DH, striations, cups",,,,,109.0,AM_20240214,,,
1811,147.0,132.0,,,1_2,DF,F,D,rounding,,,,,147.0,FSTA_20240221,87.70036864153323,,
1812,132.0,102.0,,,1_2,RG,4F,D,DF secondary,,,,,147.0,FSTA_20240221,,,
1813,102.0,101.5,,,4_6,SH,F,D,surface hoar,,,,,147.0,FSTA_20240221,,,
1814,101.5,87.0,,,<1,RG,1F,D,,,,,,147.0,FSTA_20240221,,,
1815,87.0,68.0,,,<1,RG,1F+,D,,,,,,147.0,FSTA_20240221,,,
1816,68.0,60.0,,,2_4,FC,4F,D,rounding,,,,,147.0,FSTA_20240221,,,
1817,60.0,38.0,,,2_4,FC,4F,D,rounding,,,,,147.0,FSTA_20240221,,,
1818,38.0,8.0,,,4_6,FC,F,D,"squares, prisms",,,,,147.0,FSTA_20240221,,,
1819,8.0,0.0,,,4_6,DH,4F,D,well bonded,,,,,147.0,FSTA_20240221,,,
1820,53.0,51.0,,,<1,MF,F,W,,,,,,53.0,JPLMet_20240417,99.25957446808512,4.58633614893617,
1821,51.0,49.0,,,<1,MF,4F,VW,Dusty layer,,,,,53.0,JPLMet_20240417,69.23274858879722,1.6305614822695036,
1822,49.0,44.0,,,1_2,MF,1F+,M,,,,,,53.0,JPLMet_20240417,25.555109890109893,3.6896899508196723,
1823,44.0,32.0,,,1_2,MF,1F,M,,,,,,53.0,JPLMet_20240417,,,
1824,32.0,23.0,,,1_2,MF,4F,M,,,,,,53.0,JPLMet_20240417,,,
1825,23.0,18.0,,,1_2,MF,4F+,W,,,,,,53.0,JPLMet_20240417,,,
1826,18.0,0.0,,,2_4,MF,F,M,,,,,,53.0,JPLMet_20240417,,,
1827,75.0,67.0,,,<1,FC,F,D,,,,,,75.0,JPL1_20240213,42.38413096549842,,
1828,67.0,65.5,,,<1,MFcr,4F,D,some facets,,,,,75.0,JPL1_20240213,,,
1829,65.5,60.5,,,1_2,FC,F,D,,,,,,75.0,JPL1_20240213,,,
1830,60.5,59.5,,,<1,FC,F,D,"was MFcr, but recrystalizing",,,,,75.0,JPL1_20240213,,,
1831,59.5,51.0,,,1_2,FC,4F,D,,,,,,75.0,JPL1_20240213,,,
1832,51.0,38.0,,,1_2,FC,1F-,D,some rounds,,,,,75.0,JPL1_20240213,,,
1833,38.0,28.0,,,1_2,RG,P,D,,,,,,75.0,JPL1_20240213,,,
1834,28.0,0.0,,,4_6,FC,F+,D,"Dh squares, striations",,,,,75.0,JPL1_20240213,,,
1835,75.0,67.0,,,<1,FC,F,D,,,,,,75.0,JPL1_20240207,51.27810459183673,,
1836,67.0,65.5,,,<1,MFcr,4F,D,some facets,,,,,75.0,JPL1_20240207,,,
1837,65.5,60.5,,,1_2,FC,F,D,,,,,,75.0,JPL1_20240207,,,
1838,60.5,59.5,,,<1,FC,F,D,"was MFcr, but recrystalizing",,,,,75.0,JPL1_20240207,,,
1839,59.5,51.0,,,1_2,FC,4F,D,,,,,,75.0,JPL1_20240207,,,
1840,51.0,38.0,,,1_2,FC,1F-,D,some orunds,,,,,75.0,JPL1_20240207,,,
1841,38.0,28.0,,,1_2,RG,P,D,,,,,,75.0,JPL1_20240207,,,
1842,28.0,0.0,,,4_6,FC,F+,D,"DH, squares striations",,,,,75.0,JPL1_20240207,,,
1843,61.0,59.0,,,1_2,PP,F-,D,"PPrm, FC 2mm, DF 1-2mm",,,,,61.0,JPLMet_20240123,9.809999999999999,,
1844,59.0,48.0,,,1_2,DF,F,D,faceting,,,,,61.0,JPLMet_20240123,54.71658608490565,,
1845,48.0,31.0,,,<1,RG,4F,D,secondary size: 1-2mm,,,,,61.0,JPLMet_20240123,,,
1846,31.0,19.0,,,<1,RG,1F+,D,,,,,,61.0,JPLMet_20240123,,,
1847,19.0,0.0,,,2_4,DH,F,D,"cups, secondary size 6mm",,,,,61.0,JPLMet_20240123,,,
1848,103.5,100.5,,,<1,DF,F,D,grapuel 2mm,,,,,103.5,AM_20240119,9.810000000000002,,
1849,100.5,84.0,,,<1,RG,F,D,DF,,,,,103.5,AM_20240119,28.092324872646266,,
1850,84.0,61.0,,,1_2,RG,4F,D,,,,,,103.5,AM_20240119,,,
1851,61.0,53.0,,,<1,RG,1F,D,RGwp,,,,,103.5,AM_20240119,,,
1852,53.0,35.0,,,2_4,FC,F,D,rounding,,,,,103.5,AM_20240119,,,
1853,35.0,34.3,,,<1,MFcr,K,D,rain crust from fall decomposing,,,,,103.5,AM_20240119,,,
1854,34.3,23.0,,,1_2,FC,4F,D,,,,,,103.5,AM_20240119,,,
1855,23.0,0.0,,,4_6,DH,F+,D,"cups, striations, large chains",,,,,103.5,AM_20240119,,,
1856,114.0,110.5,,,<1,PP,F,,"PPgr, 1mm, stellars",,,,,114.0,LFMet_20240119,9.809999999999999,,
1857,110.5,93.0,,,<1,RG,F,,some DF,,,,,114.0,LFMet_20240119,32.98745814713533,,
1858,93.0,63.0,,,<1,RG,F+,,some DF,,,,,114.0,LFMet_20240119,,,
1859,63.0,45.0,,,<1,RG,4F+,,,,,,,114.0,LFMet_20240119,,,
1860,45.0,13.0,,,2_4,FC,F,,"Some rounding, 1-2mm top/2-4mm bottom, squares, prisms",,,,,114.0,LFMet_20240119,,,
1861,13.0,12.0,,,2_4,FC,F,,,,,,,114.0,LFMet_20240119,,,
1862,12.0,10.5,,,2_4,FC,1F,,"rounding, well bonded",,,,,114.0,LFMet_20240119,,,
1863,10.5,0.0,,,4_6,DH,F,,"closwer to 4mm, cups, squares",,,,,114.0,LFMet_20240119,,,
1864,35.0,30.5,,,1_2,DF,F,D,"Old stellars, no riming",,,,,35.0,JPL1_20231227,,,
1865,30.5,24.0,,,<1,FC,F,D,some DF,,,,,35.0,JPL1_20231227,,,
1866,24.0,13.5,,,2_4,FC,F-,D,,,,,,35.0,JPL1_20231227,,,
1867,13.5,5.5,,,2_4,FC,F+,D,Some chains,,,,,35.0,JPL1_20231227,,,
1868,5.5,0.0,,,4_6,DH,F,D,"pronounced striations, cups forming",,,,,35.0,JPL1_20231227,,,
1869,43.0,40.5,,,1_2,FC,F-,D,1mm,,,,,43.0,LFMet_20231220,,0.5457732978571429,
1870,40.5,35.0,,,1_2,FC,F,D,1mm rounding,,,,,43.0,LFMet_20231220,,0.7492082479166666,
1871,35.0,25.0,,,2_4,FC,F,D,rounding occuring,,,,,43.0,LFMet_20231220,,,
1872,25.0,13.5,,,1_2,FC,4F,D,2mm,,,,,43.0,LFMet_20231220,,,
1873,13.5,8.5,,,2_4,FC,P,D,"1mm, several 4mm",,,,,43.0,LFMet_20231220,,,
1874,8.5,0.0,,,4_6,FC,F+,D,,,,,,43.0,LFMet_20231220,,,
1875,63.0,61.0,,,<1,FC,F,D,0.5mm,,,,,63.0,FSTA_20231220,9.809999999999999,0.3458374468085106,
1876,61.0,49.0,,,<1,FC,F,D,"0.5mm, some rounding",,,,,63.0,FSTA_20231220,33.98600670415225,0.5695096017316016,
1877,49.0,34.0,,,1_2,FC,1F-,D,,,,,,63.0,FSTA_20231220,,,
1878,34.0,17.0,,,1_2,FC,4F,D,,,,,,63.0,FSTA_20231220,,,
1879,17.0,10.0,,,2_4,FC,4F,D,large chains,,,,,63.0,FSTA_20231220,,,
1880,10.0,0.0,,,2_4,FC,1F,D,,,,,,63.0,FSTA_20231220,,,
1881,31.5,27.5,,,1_2,DF,F,D,stellars,,,,,31.5,JPLMet_20231227,,0.43715375862068956,
1882,27.5,23.0,,,1_2,FC,F,D,evidence of rounding,,,,,31.5,JPLMet_20231227,,,
1883,23.0,10.0,,,2_4,FC,F,D,"striations, some chains",,,,,31.5,JPLMet_20231227,,,
1884,10.0,0.0,,,2_4,DH,F+,D,,,,,,31.5,JPLMet_20231227,,,
1885,72.0,69.0,,,1_2,DF,F-,D,Sh 2-4mm,,,,,72.0,FSTA_20231228,9.810000000000002,0.1798810868878357,
1886,69.0,59.0,,,2_4,DF,F,D,,,,,,72.0,FSTA_20231228,27.57583728966346,0.5277724896174862,
1887,59.0,43.0,,,1_2,FC,4F,D,rounding starting,,,,,72.0,FSTA_20231228,,,
1888,43.0,29.0,,,<1,FC,1F+,D,rounding,,,,,72.0,FSTA_20231228,,,
1889,29.0,17.0,,,2_4,FC,F,D,,,,,,72.0,FSTA_20231228,,,
1890,17.0,0.0,,,4_6,FC,F+,D,,,,,,72.0,FSTA_20231228,,,
1891,168.0,148.0,,,1_2,DF,F,D,,,,,,168.0,FSTA_20240319,142.4963713768116,4.6336081687515325,
1892,148.0,137.0,,,<1,RG,F+,D,DF 1mm,,,,,168.0,FSTA_20240319,,,
1893,137.0,128.0,,,1_2,RG,4F+,D,1mm,,,,,168.0,FSTA_20240319,,,
1894,128.0,113.0,,,<1,RG,1F,D,,,,,,168.0,FSTA_20240319,,,
1895,113.0,87.5,,,1_2,RG,1F,D,,,,,,168.0,FSTA_20240319,,,
1896,87.5,87.0,,,>6,SH,F,D,rounding,,,,,168.0,FSTA_20240319,,,
1897,87.0,75.0,,,1_2,RG,1F-,D,,,,,,168.0,FSTA_20240319,,,
1898,75.0,53.0,,,1_2,RG,1F+,D,,,,,,168.0,FSTA_20240319,,,
1899,53.0,33.0,,,1_2,FC,F+,D,,,,,,168.0,FSTA_20240319,,,
1900,33.0,22.0,,,2_4,FC,F,D,rounding,,,,,168.0,FSTA_20240319,,,
1901,22.0,0.0,,,2_4,DH,F,D,striated,,,,,168.0,FSTA_20240319,,,
1902,51.0,49.0,,,1_2,DF,F,D,2mm DR,,,,,51.0,LFMet_20231228,9.809999999999999,0.1026118014184397,
1903,49.0,44.0,,,<1,FC,F,D,FC <1mm,,,,,51.0,LFMet_20231228,23.189583841463413,0.33237392941176463,
1904,44.0,40.0,,,2_4,FC,F,D,FC 2-4mm,,,,,51.0,LFMet_20231228,,,
1905,40.0,31.5,,,2_4,FC,F+,D,"FC2-4mm, rounding",,,,,51.0,LFMet_20231228,,,
1906,31.5,26.0,,,1_2,FC,4F,D,"FC 1-2mm, rounding",,,,,51.0,LFMet_20231228,,,
1907,26.0,15.0,,,2_4,FC,4F,D,"FC 2-4mm, small chains",,,,,51.0,LFMet_20231228,,,
1908,15.0,0.0,,,4_6,FC,4F+,D,"FC 4-6mm, chains",,,,,51.0,LFMet_20231228,,,
1909,94.0,91.5,,,2_4,PP,F-,D,stellars,,,,,94.0,LFMet_20240124,9.809999999999999,0.44911830285714294,
1910,91.5,76.0,,,1_2,RG,F+,D,DF secondary,,,,,94.0,LFMet_20240124,41.59685163581168,0.5615921187782806,
1911,76.0,53.5,,,<1,RG,4F,D,,,,,,94.0,LFMet_20240124,,,
1912,53.5,42.0,,,<1,RG,1F+,D,,,,,,94.0,LFMet_20240124,,,
1913,42.0,37.0,,,2_4,FC,F+,D,rounding,,,,,94.0,LFMet_20240124,,,
1914,37.0,11.0,,,2_4,FC,F,D,secondary FC 4-6,,,,,94.0,LFMet_20240124,,,
1915,11.0,0.0,,,4_6,DH,F+,D,striations,,,,,94.0,LFMet_20240124,,,
1916,69.0,65.0,,,2_4,DF,F,M,,,,,,69.0,JPL1_20240123,40.27133007117438,,
1917,65.0,55.0,,,1_2,DF,F,M,RG 1-2mm secondary,,,,,69.0,JPL1_20240123,25.370818200000006,,
1918,55.0,37.0,,,<1,RG,4F,D,,,,,,69.0,JPL1_20240123,,,
1919,37.0,27.0,,,<1,RG,1F,D,,,,,,69.0,JPL1_20240123,,,
1920,27.0,0.0,,,4_6,DH,F,D,striated,,,,,69.0,JPL1_20240123,,,
1921,133.0,130.0,,,1_2,DF,F,D,"stellar 2mm, up to 4mm",,,,,133.0,FSTA_20240124,9.810000000000002,,
1922,130.0,110.0,,,<1,RG,4F,D,DF - 1mm,,,,,133.0,FSTA_20240124,76.6657092555332,,
1923,110.0,84.5,,,<1,RG,P-,D,some faceted edges,,,,,133.0,FSTA_20240124,,,
1924,84.5,64.5,,,<1,RG,P+,D,0.1-0.3mm,,,,,133.0,FSTA_20240124,,,
1925,64.5,42.0,,,1_2,FC,1F-,D,rounding,,,,,133.0,FSTA_20240124,,,
1926,42.0,29.0,,,2_4,FC,1F+,D,rounding,,,,,133.0,FSTA_20240124,,,
1927,29.0,0.0,,,4_6,DH,4F,D,necking,,,,,133.0,FSTA_20240124,,,
1928,99.0,93.0,,,1_2,MF,F+,W,,,,,,99.0,LFMet_20240417,99.5078087885986,,
1929,93.0,87.0,,,<1,MF,F,M,,,,,,99.0,LFMet_20240417,49.76570806451613,,
1930,87.0,85.0,,,<1,MF,F,M,very small faceted edges,,,,,99.0,LFMet_20240417,,,
1931,85.0,83.0,,,1_2,MFcr,1F,M,bottom oof layer poorly bonded,,,,,99.0,LFMet_20240417,,,
1932,83.0,80.0,,,N/O,IF,K,,discontinuous,,,,,99.0,LFMet_20240417,,,
1933,80.0,77.0,,,1_2,MFcr,1F,M,1mm,,,,,99.0,LFMet_20240417,,,
1934,77.0,53.0,,,<1,MF,4F,M,,,,,,99.0,LFMet_20240417,,,
1935,53.0,35.0,,,1_2,MF,1F+,M,evidence of previous rounds,,,,,99.0,LFMet_20240417,,,
1936,35.0,10.0,,,2_4,DH,4F,M,"heavily rounded, some evidence of melt",,,,,99.0,LFMet_20240417,,,
1937,10.0,0.0,,,2_4,DH,1F,D,less rounded than layer above,,,,,99.0,LFMet_20240417,,,
1938,106.0,100.0,,,1_2,PPrm,F,D,some DF 105-93.5,,,,,106.0,LFMet_20240208,31.738806413301663,2.154957358669834,
1939,100.0,93.5,,,1_2,PP,F,D,"less rime than layer above, more stellars",,,,,106.0,LFMet_20240208,22.218585798816573,1.6859301513944225,
1940,93.5,91.5,,,1_2,DF,F,D,,,,,,106.0,LFMet_20240208,,,
1941,91.5,84.0,,,1_2,RG,F,D,mostly ~1mm,,,,,106.0,LFMet_20240208,,,
1942,84.0,83.5,,,1_2,FC,F,D,rounding,,,,,106.0,LFMet_20240208,,,
1943,83.5,72.0,,,<1,RG,4F,D,,,,,,106.0,LFMet_20240208,,,
1944,72.0,53.0,,,<1,RG,1F,D,,,,,,106.0,LFMet_20240208,,,
1945,53.0,46.0,,,<1,RG,P,D,,,,,,106.0,LFMet_20240208,,,
1946,46.0,10.0,,,2_4,FC,F,D,,,,,,106.0,LFMet_20240208,,,
1947,10.0,6.0,,,2_4,FC,P,D,"well bonded FC, some melt early season",,,,,106.0,LFMet_20240208,,,
1948,6.0,0.0,,,4_6,FC,F,D,"DH stirations, prisms",,,,,106.0,LFMet_20240208,,,
1949,146.0,145.5,,,2_4,FC,F+,M,"striated, squares, NSF's",,,,,146.0,AM_20240404,35.035714285714285,1.4218963999999998,
1950,145.5,141.0,,,1_2,MFcr,1F,D,"close to M, some facets",,,,,146.0,AM_20240404,94.31412433862434,3.7470906793650793,
1951,141.0,129.0,,,1_2,RG,F+,D,faceted,,,,,146.0,AM_20240404,176.58224587912088,4.047614906064209,
1952,129.0,128.5,,,1_2,FC,F,D,some rounded edges,,,,,146.0,AM_20240404,,,
1953,128.5,127.5,,,<1,MFcr,4F,D,,,,,,146.0,AM_20240404,,,
1954,127.5,126.5,,,1_2,MF,F,D,heavily faceted,,,,,146.0,AM_20240404,,,
1955,126.5,113.0,,,<1,RG,4F+,D,,,,,,146.0,AM_20240404,,,
1956,113.0,96.0,,,<1,RG,1F+,D,,,,,,146.0,AM_20240404,,,
1957,96.0,85.0,,,<1,RG,1F,D,,,,,,146.0,AM_20240404,,,
1958,85.0,49.0,,,<1,RG,4F+,D,closer to 1f @49cm,,,,,146.0,AM_20240404,,,
1959,49.0,14.0,,,2_4,FC,F,D,DH rounding,,,,,146.0,AM_20240404,,,
1960,14.0,0.0,,,4_6,FC,4F+,D,DH less rounded than layer above,,,,,146.0,AM_20240404,,,
1961,166.0,165.0,,,<1,MFcr,P,D,,,,,,166.0,FSTA_20240404,9.809999999999995,,
1962,165.0,164.0,,,<1,MF,F,VW,0.2-0.3mm,,,,,166.0,FSTA_20240404,9.809999999999995,,
1963,164.0,149.0,,,<1,RG,F+,D,0.1-0.2mm,,,,,166.0,FSTA_20240404,290.845432279545,,
1964,149.0,147.0,,,<1,MFcr,F,D,0.2-0.4mm,,,,,166.0,FSTA_20240404,,,
1965,147.0,114.0,,,<1,RG,1F,D,1F+ @ bottom of layer.  0.2-0.4,,,,,166.0,FSTA_20240404,,,
1966,114.0,79.5,,,<1,RG,P-,D,0.4-0.5mm.  old facets,,,,,166.0,FSTA_20240404,,,
1967,79.5,52.5,,,<1,RG,P,D,"0.4-0.5mm.  old facets, well bonded",,,,,166.0,FSTA_20240404,,,
1968,52.5,16.0,,,1_2,FC,4F+,D,rounding,,,,,166.0,FSTA_20240404,,,
1969,16.0,0.0,,,2_4,FC,F,D,"DH, cups, striations, rounding, some >4mm",,,,,166.0,FSTA_20240404,,,
1970,144.0,128.0,,,1_2,PP,F,D,"PPrm + PPgr (on top, 1 cm thick.  some rime + clean plates/stellars",,,,,144.0,FSTA_20240208,81.33511878524016,2.4399690377639014,
1971,128.0,126.0,,,2_4,PP,F,D,stellars starting to decompose,,,,,144.0,FSTA_20240208,,,
1972,126.0,110.5,,,<1,RG,F,D,,,,,,144.0,FSTA_20240208,,,
1973,110.5,109.5,,,2_4,SH,F,D,up to 10mm,,,,,144.0,FSTA_20240208,,,
1974,109.5,99.0,,,1_2,RG,4F+,D,mostly 1mm,,,,,144.0,FSTA_20240208,,,
1975,99.0,94.0,,,<1,RG,4F,D,some faceting edges,,,,,144.0,FSTA_20240208,,,
1976,94.0,76.0,,,<1,RG,1F,D,,,,,,144.0,FSTA_20240208,,,
1977,76.0,64.0,,,<1,RG,P+,D,some faceted edges,,,,,144.0,FSTA_20240208,,,
1978,64.0,39.0,,,2_4,FC,F+,D,,,,,,144.0,FSTA_20240208,,,
1979,39.0,0.0,,,1_2,FC,F,D,DH some up to 6mm,,,,,144.0,FSTA_20240208,,,
1980,58.5,58.0,,,1_2,FC,F,D,,,,,,58.5,JPLMet_20240207,9.81,,
1981,58.0,56.5,,,1_2,MFcr,1F+,D,,,,,,58.5,JPLMet_20240207,9.810000000000002,,
1982,56.5,50.5,,,<1,RG,F,D,faceting,,,,,58.5,JPLMet_20240207,53.026474662162165,,
1983,50.5,49.5,,,<1,MF,F,D,faceting,,,,,58.5,JPLMet_20240207,,,
1984,49.5,42.0,,,1_2,FC,F,D,,,,,,58.5,JPLMet_20240207,,,
1985,42.0,27.5,,,1_2,RG,1F,D,faceting,,,,,58.5,JPLMet_20240207,,,
1986,27.5,24.0,,,<1,RG,P,D,starting to facet,,,,,58.5,JPLMet_20240207,,,
