,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
435,92.0,83.5,1.0,0.3,0.5,RG,4F,D,RGlr RGxf,13.6,32.5,238.9705882352941,,94.5,JPLMet_20250226,114.23512351778655,0.7864153111111112,
436,83.5,68.0,0.8,0.3,0.5,RG,1F,D,RGlr,8.0,21.5,268.75,,94.5,JPLMet_20250226,,,
437,68.0,60.0,1.0,0.3,0.5,RG,P,D,RGlr,3.2,12.0,375.0,,94.5,JPLMet_20250226,,,
438,60.0,57.0,1.0,0.5,0.8,MFcr,K,D,MFcr MFpc,18.2,49.5,271.978021978022,,94.5,JPLMet_20250226,,,
439,57.0,36.0,1.5,0.5,1.0,FCxr,F,D,Very rounded,24.4,62.0,254.0983606557377,,94.5,JPLMet_20250226,,,
440,36.0,12.0,4.0,1.0,1.5,DHxr,F,D,,11.4,35.5,311.4035087719298,,94.5,JPLMet_20250226,,,
441,12.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,,,,,94.5,JPLMet_20250226,,,
445,105.0,104.5,2.0,0.5,1.0,SH,F,D,"SHcp
FCsf
Needles",,,,20250128.0,105.0,DHMet_20250128,0.981,0.05796106285714285,
446,104.5,94.0,1.0,0.3,0.5,FCsf,F,D,,11.599999999999994,15.5,133.62068965517247,,105.0,DHMet_20250128,55.49101020408163,0.8471109229931972,
447,94.0,78.0,1.5,0.5,1.0,RGxf,4F,D,,16.200000000000003,30.5,188.2716049382716,,105.0,DHMet_20250128,,,
448,78.0,66.0,1.5,0.5,1.0,RGxf,1F,D,,12.199999999999996,31.0,254.0983606557378,,105.0,DHMet_20250128,,,
449,66.0,49.0,2.0,0.5,1.0,FC,P,D,FCso,14.0,37.5,267.85714285714283,,105.0,DHMet_20250128,,,
450,49.0,21.0,6.0,2.0,4.0,DH,1F,D,"DHch
FCso
DHcp",27.6,74.0,268.1159420289855,,105.0,DHMet_20250128,,,
451,21.0,0.0,6.0,2.0,4.0,DHcp,1F,D,DHla DHch,19.0,50.5,265.7894736842105,,105.0,DHMet_20250128,,,
457,99.0,97.0,6.5,2.0,4.0,FC,F,D,Heavily striated,2.0,3.1,157.4,20241206.0,99.0,PLT1_20241206,9.809999999999999,0.37546999189463015,1.2783982791891557
458,97.0,85.0,3.0,1.0,1.5,FCxr,F,D,,12.0,21.9,182.5,,99.0,PLT1_20241206,219.67778925619834,5.0500175601131545,1.252055621438254
459,85.0,54.0,1.5,0.4,1.0,RGxf,4F,D,,31.0,62.0,199.9,,99.0,PLT1_20241206,,,
460,54.0,43.0,0.6,0.3,0.5,RG,1F,D,some faceted edges,,,292.1,,99.0,PLT1_20241206,,,
461,43.0,16.0,0.6,0.2,0.4,RG,1F,D,,,,336.0,,99.0,PLT1_20241206,,,
462,13.0,0.0,2.5,1.0,1.5,FCxr,4F,D,,,,342.9,,99.0,PLT1_20241206,,,
463,67.0,59.0,1.0,0.3,1.0,MFpc,F,W,some MFcl,,,,20250408.0,67.0,JPLMet_20250408_TS_1225,129.86196045918365,5.79726931588785,1.007452207837181
464,59.0,40.0,2.0,0.5,1.5,MFpc,P,M,some MFcl,,,,,67.0,JPLMet_20250408_TS_1225,,,
465,40.0,20.0,2.0,1.0,1.5,MFcl,4F,M,some RGlr,,,,,67.0,JPLMet_20250408_TS_1225,,,
466,20.0,0.0,3.0,1.0,2.0,MFcl,F,M,RGlr',,,,,67.0,JPLMet_20250408_TS_1225,,,
475,63.0,62.5,2.0,0.5,1.0,PPsd,F,D,,,,,20241230.0,63.0,FEFHQ_20241230,0.981,0.10496558857142857,
476,62.5,57.0,1.0,0.3,0.5,DF,F,D,DFbk Few PPgp,5.6,4.0,71.0,,63.0,FEFHQ_20241230,11.53757922077922,0.30461769142857137,
477,57.0,54.0,1.0,0.3,0.5,PPgp,1F,D,,3.8,5.0,132.0,,63.0,FEFHQ_20241230,54.936,,
478,54.0,37.0,1.0,0.3,0.5,RGxf,4F,D,,17.4,29.0,167.0,,63.0,FEFHQ_20241230,,,
479,37.0,18.0,1.5,0.5,1.0,DHpr,F,D,,16.8,37.5,223.0,,63.0,FEFHQ_20241230,,,
480,18.0,16.0,4.0,1.0,2.0,DHla,1F,D,Faceting crust? Comes out in clumps,4.2,9.5,226.0,,63.0,FEFHQ_20241230,,,
481,16.0,0.0,5.0,1.0,2.0,DHla,F,D,,13.8,29.5,214.0,,63.0,FEFHQ_20241230,,,
487,45.0,44.5,0.5,0.1,0.3,PPgp,F,D,Some very small plates,,,,20241210.0,45.0,JPLMet_20241210,0.981,0.03893828571428572,
488,44.5,39.0,0.7,0.3,0.5,DF,F,D,"DFbk
Stellars, plates",6.6,4.5,68.18181818181819,,45.0,JPLMet_20241210,7.6141,0.3224316327868852,
489,39.0,20.0,1.5,0.5,1.0,FC,F,D,,19.2,35.5,184.89583333333331,,45.0,JPLMet_20241210,,,
490,20.0,16.0,2.5,1.0,2.0,FC,1F,D,"Some cups, prisms, few striations",3.6,9.0,250.0,,45.0,JPLMet_20241210,,,
491,16.0,4.0,2.5,1.0,2.0,DHla,F,D,"Cups, striations, lots of clean prisms",9.6,18.0,187.5,,45.0,JPLMet_20241210,,,
492,4.0,0.0,3.0,1.5,2.0,DHla,1F,D,,4.6,10.5,228.2608695652174,,45.0,JPLMet_20241210,,,
499,42.0,41.5,2.0,0.5,1.0,SHxr,F,M,Some PPsd/DFbk,,,,20241204.0,42.0,JPLMet_20241204,0.981,,
500,41.5,21.0,1.5,0.5,1.0,FCxr,F,M,Some necks,21.0,35.5,169.04761904761904,,42.0,JPLMet_20241204,28.982526315789475,,
501,21.0,14.0,1.0,0.3,0.5,RGxf,4F,D,"Old surface, maybe MF faceting",7.0,11.5,164.28571428571428,,42.0,JPLMet_20241204,,,
502,14.0,0.0,3.0,1.0,2.0,DHpr,F,D,Some cups/striations,14.0,22.0,157.14285714285714,,42.0,JPLMet_20241204,,,
511,92.0,91.5,1.5,0.5,1.0,DF,F,D,"DFbk, FCsf secondary",,,,20250108.0,92.0,AM_20250108,0.981,0.10693782857142857,
512,91.5,88.0,1.5,0.5,1.0,DF,F,D,DFbk,4.200000000000003,3.0,71.42857142857137,,92.0,AM_20250108,42.31213163265306,1.073575118367347,
513,88.0,82.0,1.0,0.3,0.5,FC,F,D,FCso,6.200000000000003,8.5,137.09677419354833,,92.0,AM_20250108,29.09432525951558,0.7650045197149643,
514,82.0,62.0,0.5,0.1,0.3,RGxf,1F,D,,19.8,44.5,224.7474747474748,,92.0,AM_20250108,,,
515,62.0,50.0,0.5,0.1,0.3,RGxf,1F,D,,11.200000000000005,26.5,236.6071428571428,,92.0,AM_20250108,,,
516,50.0,28.0,3.0,1.0,2.0,FC,F,D,FCso,20.6,52.5,254.85436893203885,,92.0,AM_20250108,,,
517,28.0,0.0,4.0,1.0,2.0,DHcp,P,D,,26.2,94.5,360.6870229007634,,92.0,AM_20250108,,,
523,90.0,89.0,16.0,2.0,8.0,PPgp,F,D,DFdc,1.0,2.5,250.0,20250226.0,90.0,SLMet_20250226,48.2902114113251,0.7575832957746479,
524,89.0,86.5,1.0,0.3,0.5,MFcr,K,D,MFcr,2.0,5.5,275.0,,90.0,SLMet_20250226,50.863848979591836,1.5502832091428567,
525,86.5,75.0,0.8,0.1,0.3,RG,1F,D,RGlr DFdc,10.2,19.5,191.1764705882353,,90.0,SLMet_20250226,35.066244294268145,1.0207268517241377,
526,75.0,64.0,1.0,0.3,0.5,RG,1F,D,RGsr,10.0,21.5,215.0,,90.0,SLMet_20250226,,,
527,64.0,57.0,1.5,0.5,0.8,RGxf,1F,D,,8.0,20.5,256.25,,90.0,SLMet_20250226,,,
528,57.0,55.0,1.0,0.5,0.8,MFcr,K,D,MFcr MFpc,4.0,10.5,262.5,,90.0,SLMet_20250226,,,
529,55.0,31.0,2.0,0.5,1.0,FCxr,F,D,,20.0,56.0,280.0,,90.0,SLMet_20250226,,,
530,31.0,15.0,2.0,0.5,1.0,DHxr,4F,D,Old cups/striations,15.8,43.5,275.3164556962025,,90.0,SLMet_20250226,,,
531,15.0,0.0,4.0,1.0,2.0,DHxr,1F,D,,16.8,49.5,294.6428571428571,,90.0,SLMet_20250226,,,
535,39.0,38.5,1.0,0.3,0.5,FCsf,F,D,,,,,20241204.0,39.0,SLMet_20241204,0.981,0.07491662857142858,
536,38.5,33.5,1.0,0.3,0.5,FC,1F,D,"FCso
Needles Prisms",5.5,6.0,109.0909090909091,,39.0,SLMet_20241204,26.97478498168498,0.27445915454545455,
537,33.5,21.5,1.5,0.5,0.7,FC,4F,D,,12.0,22.0,183.33333333333331,,39.0,SLMet_20241204,,,
538,21.5,18.0,1.5,0.5,1.0,FCxr,1F,D,FCso,3.5,11.5,328.57142857142856,,39.0,SLMet_20241204,,,
539,18.0,6.0,2.5,1.0,2.0,FC,F,D,"FCso
Few striations",12.0,24.0,200.0,,39.0,SLMet_20241204,,,
540,6.0,0.0,4.0,1.0,2.0,MFcl,P,D,Some small patches of IFbi,8.0,12.5,156.25,,39.0,SLMet_20241204,,,
547,96.0,94.0,2.0,1.0,1.0,MFcl,F,N/O,liquid water present,,,,20250204.0,96.0,BMO_20250224,18.814513191489365,,
548,94.0,92.0,1.0,1.0,1.0,MFcl,F,N/O,liquid water present,,,,,96.0,BMO_20250224,20.710000000000004,,
549,92.0,68.0,0.5,0.3,0.3,RG,4F,N/O,,,,,,96.0,BMO_20250224,61.52496626031748,,
550,68.0,66.0,0.5,0.3,0.5,RG,4F,N/O,,,,,,96.0,BMO_20250224,,,
551,66.0,62.0,0.5,0.5,0.5,RG,4F,N/O,,,,,,96.0,BMO_20250224,,,
552,62.0,59.0,2.0,1.0,1.0,MFcr,1F,N/O,,,,,,96.0,BMO_20250224,,,
553,59.0,57.0,1.0,1.0,1.0,RG,F,N/O,,,,,,96.0,BMO_20250224,,,
554,57.0,54.0,4.0,2.0,3.0,MFcr,1F,N/O,,,,,,96.0,BMO_20250224,,,
555,54.0,52.0,3.0,1.0,2.0,RG,F,N/O,,,,,,96.0,BMO_20250224,,,
556,52.0,50.0,3.0,1.0,2.0,MFcr,1F,N/O,,,,,,96.0,BMO_20250224,,,
557,50.0,43.0,3.0,1.0,1.0,FCxr,F,N/O,,,,,,96.0,BMO_20250224,,,
558,43.0,25.0,4.0,2.0,3.0,FCxr,4F,N/O,,,,,,96.0,BMO_20250224,,,
559,25.0,0.0,3.0,1.0,2.0,FCxr,4F,N/O,,,,,,96.0,BMO_20250224,,,
563,100.0,99.5,1.0,0.3,0.5,FCsf,F,D,"Early SH, some DFbk",,,,20250115.0,100.0,FST_20250115,0.981,0.044652399999999995,
564,99.5,83.0,0.8,0.3,0.5,RGwp,F,D,RGwp DFdc,17.0,20.0,118.0,,100.0,FST_20250115,36.32277189370732,0.7673239548387096,
565,83.0,66.0,0.8,0.1,0.5,RG,4F,D,RGlr,14.799999999999995,33.0,220.0,,100.0,FST_20250115,,,
566,66.0,55.0,1.0,0.3,0.5,RG,1F,D,"RGlr Necks, bonds",11.599999999999994,30.0,259.0,,100.0,FST_20250115,,,
567,55.0,48.0,1.5,0.5,1.0,RGxf,P,D,,6.800000000000004,20.0,287.0,,100.0,FST_20250115,,,
568,48.0,30.0,2.0,0.5,1.0,FCxr,1F,D,,18.8,50.0,266.0,,100.0,FST_20250115,,,
569,30.0,0.0,2.5,1.0,2.0,DHxr,F,D,SOME DHch,28.6,74.0,257.0,,100.0,FST_20250115,,,
575,103.0,100.0,2.0,0.5,1.0,MFsl,F,W,,3.4,10.5,308.8235294117647,20230312.0,103.0,LFMet_20250312,22.236774881516588,0.6558441042654028,
576,100.0,96.0,2.0,0.5,1.0,MFcr,K,M,MFpc,4.8,12.5,260.4166666666667,,103.0,LFMet_20250312,49.31328736654804,0.8315155551601423,
577,96.0,79.0,1.0,0.3,0.5,FCxr,4F,M,,17.800000000000004,45.5,255.61797752808985,,103.0,LFMet_20250312,29.801281250000002,1.4393456129032258,
578,79.0,68.0,0.8,0.3,0.5,RG,1F,M,,9.0,27.0,300.0,,103.0,LFMet_20250312,,,
579,68.0,66.0,1.0,0.3,0.5,MFpc,P,M,,2.6000000000000014,8.5,326.92307692307674,,103.0,LFMet_20250312,,,
580,66.0,32.0,1.0,0.5,0.8,FCxr,F,M,,35.8,108.0,301.6759776536313,,103.0,LFMet_20250312,,,
581,32.0,18.0,3.0,0.5,1.0,FCxr,F,D,,15.6,42.0,269.2307692307692,,103.0,LFMet_20250312,,,
582,18.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,12.0,31.5,262.5,,103.0,LFMet_20250312,,,
587,47.0,46.5,6.0,1.0,2.0,PPsd,F,D,Partly DFbk,,,,20241129.0,47.0,FEFHQ_20241129,0.981,,
588,46.5,24.0,2.0,0.5,1.0,DF,F,D,DFbk starting to facet,23.0,26.0,113.0,,47.0,FEFHQ_20241129,10.472655882352942,,
589,24.0,19.0,1.0,0.3,0.5,MFcl,4F,D,Faceting but small clusters,5.0,17.0,340.0,,47.0,FEFHQ_20241129,,,
590,19.0,0.0,4.0,1.0,2.0,DHcp,F,D,Sea salt,19.0,29.0,152.6,,47.0,FEFHQ_20241129,,,
599,72.0,71.5,1.0,0.1,0.5,FCsf,F,D,Could be some SHsu,,,,20241211.0,72.0,FST_20241211,0.981,0.06948742857142857,
600,71.5,61.0,1.0,0.3,0.5,DF,F,D,DFbk broken & decomposing,9.8,9.5,97.0,,72.0,FST_20241211,25.830652449324326,0.4205221535508637,
601,61.0,41.0,1.0,0.3,0.5,RG,F,D,RGlr some early facets,18.4,34.0,185.0,,72.0,FST_20241211,,,
602,41.0,35.0,1.5,0.5,1.0,RG,1F,D,RGlr,7.4,18.0,143.0,,72.0,FST_20241211,,,
603,35.0,13.0,1.5,0.5,1.0,FC,4F,D,FCso,22.2,53.5,241.0,,72.0,FST_20241211,,,
604,13.0,6.0,2.0,1.0,1.5,DHcp,F,D,,6.2,16.5,254.0,,72.0,FST_20241211,,,
605,6.0,0.0,3.0,1.0,2.0,DHcp,1F,D,,7.4,21.0,284.0,,72.0,FST_20241211,,,
611,92.5,92.0,2.0,0.1,0.25,PP,F,D,rain event,0.5,1.1,222.1,20250206.0,92.5,CCY_20250206,9.81,0.27879654285714284,0.31925078570800103
612,92.0,91.5,1.5,0.1,0.5,MFcr,1F,D,,0.5,1.1,301.249001525,,92.5,CCY_20250206,9.81,1.1956428,0.1732463053796678
613,91.5,83.5,1.0,0.1,0.25,DF,F,M,,8.0,22.4,280.2,,92.5,CCY_20250206,71.03409536541889,1.6470187932263816,0.8183890054316113
614,83.5,78.0,4.0,0.5,2.0,MFcr,P,M,Rounded grains,5.5,16.1,318.617262875,,92.5,CCY_20250206,,,
615,78.0,74.0,1.5,0.5,0.5,DF,4F,M,,4.0,11.2,278.8,,92.5,CCY_20250206,,,
616,74.0,67.0,1.5,0.5,1.0,MFcr,1F,M,Wet,7.0,18.0,332.769793075,,92.5,CCY_20250206,,,
617,67.0,61.0,0.5,0.1,0.25,MF,4F,W,Wet,6.0,15.8,264.1,,92.5,CCY_20250206,,,
618,61.0,58.0,0.5,0.1,0.25,MFcr,F,W,wet crystals,3.0,7.8,339.288132925,,92.5,CCY_20250206,,,
619,58.0,56.0,2.0,1.0,0.25,FC,F,W,,2.0,4.6,229.5,,92.5,CCY_20250206,,,
620,56.0,47.0,2.0,0.5,1.0,FC,P,W,"faceted wet melt forms, melted crust",9.0,22.5,249.8,,92.5,CCY_20250206,,,
621,47.0,37.0,2.0,0.25,1.0,FC,F,W,wet crystals,10.0,25.7,257.3,,92.5,CCY_20250206,,,
622,37.0,27.0,2.5,0.25,2.0,FC,F,M,,10.0,28.3,282.6,,92.5,CCY_20250206,,,
623,27.0,20.0,4.0,1.0,2.0,MFcr,P,W,"faceted crystals chains
layer between MFcr",7.0,20.1,341.767705625,,92.5,CCY_20250206,,,
624,20.0,15.0,2.5,1.0,2.0,FC,4F,W,melt forms,5.0,16.4,327.7,,92.5,CCY_20250206,,,
625,15.0,10.0,3.0,1.0,2.0,FC,F,M,melt forms,,,283.4,,92.5,CCY_20250206,,,
626,10.0,4.0,3.0,1.0,2.0,FC,F,M,,,,257.7,,92.5,CCY_20250206,,,
627,4.0,0.0,4.0,1.0,2.0,FC,F,W,,,,,,92.5,CCY_20250206,,,
628,185.0,155.0,0.8,0.1,0.5,DF,F,D,"DFdc
FCsf",29.2,55.5,190.06849315068493,20250407.0,185.0,FST_20250407,225.22978895547945,10.255410143475125,
629,155.0,153.0,1.0,0.3,0.5,MFcr,K,D,,1.8,5.5,305.55555555555554,,185.0,FST_20250407,,,
630,153.0,138.0,0.8,0.1,0.3,RG,1F,D,RGlr,16.4,46.5,283.5365853658537,,185.0,FST_20250407,,,
631,138.0,81.0,1.0,0.3,0.5,RG,P,D,RGlr,54.8,199.0,363.13868613138686,,185.0,FST_20250407,,,
632,81.0,47.0,2.0,0.8,1.5,FCxr,1F,D,,32.8,112.5,342.9878048780488,,185.0,FST_20250407,,,
633,47.0,32.0,3.0,1.0,1.5,FCxr,F,D,,14.4,43.5,302.0833333333333,,185.0,FST_20250407,,,
634,32.0,0.0,6.0,1.0,2.0,DHxr,4F,D,,29.8,96.0,322.1476510067114,,185.0,FST_20250407,,,
640,168.0,166.0,0.8,0.1,0.3,FCsf,F,D,SHxr DFdc PPgp,2.0,3.5,175.0,20250227.0,168.0,FST_20250227,5.559000000000001,0.13250815602836877,
641,166.0,160.0,0.8,0.1,0.5,DF,F,D,DFdc,4.0,4.0,100.0,,168.0,FST_20250227,106.86375534441807,1.7825219762470308,
642,160.0,145.0,0.8,0.1,0.3,RG,4F,D,RGsr,13.8,21.0,152.17391304347825,,168.0,FST_20250227,487.6689261744967,1.8412058095238095,
643,145.0,129.0,0.8,0.1,0.3,RG,1F,D,RGsr Visible necks Faint DFdc,14.8,29.0,195.94594594594597,,168.0,FST_20250227,,,
644,129.0,110.0,0.8,0.1,0.3,RG,1F,D,RGsr Starting to facet,18.4,40.5,220.10869565217396,,168.0,FST_20250227,,,
645,110.0,87.0,1.0,0.3,0.5,RG,P,D,RGlr,22.4,61.0,272.3214285714286,,168.0,FST_20250227,,,
646,87.0,62.0,1.5,0.5,1.0,FCxr,1F,D,,25.0,77.5,310.0,,168.0,FST_20250227,,,
647,62.0,43.0,2.0,0.5,1.0,FCxr,1F,D,,17.0,55.5,326.47058823529414,,168.0,FST_20250227,,,
648,43.0,22.0,2.5,0.5,2.0,FCxr,1F,D,Very round,21.2,56.5,266.5094339622641,,168.0,FST_20250227,,,
649,22.0,0.0,4.0,1.0,2.0,DHxr,1F,D,Large chains clumps,25.0,69.5,278.0,,168.0,FST_20250227,,,
652,37.0,35.0,2.5,0.8,1.5,MFcl,F,M,MFpc,4.4,10.5,238.63636363636363,20250415.0,37.0,JPLMet_20250415,91.92526595744681,5.102599319148936,
653,35.0,14.0,4.0,1.0,2.0,MFpc,K,D,MFcl,18.8,82.0,436.17021276595744,,37.0,JPLMet_20250415,,,
654,14.0,0.0,8.0,1.0,3.0,MFcl,4F,M,,13.0,50.0,384.61538461538464,,37.0,JPLMet_20250415,,,
664,130.0,128.0,1.0,0.3,0.5,MFcr,P,M,Well bonded,3.6,8.8,244.44444444444449,20250225.0,130.0,DHMet_20250225,52.08228723404255,0.913295324822695,
665,128.0,123.0,0.5,0.1,0.3,RGxf,F,D,,3.4,8.0,235.29411764705884,,130.0,DHMet_20250225,82.51393162393163,2.597844578917379,
666,123.0,121.0,0.5,0.1,0.3,MFcr,P,D,Crust,1.0,3.5,350.0,,130.0,DHMet_20250225,52.66207446808511,1.4021072056737591,
667,121.0,89.0,0.5,0.1,0.3,RG,1F,D,RGsr,33.6,74.5,221.72619047619045,,130.0,DHMet_20250225,,,
668,89.0,75.0,0.5,0.1,0.3,RG,P,D,RGsr,10.0,27.5,275.0,,130.0,DHMet_20250225,,,
669,75.0,72.0,1.0,0.5,0.8,MFcr,K,D,Well bonded,3.4,13.5,397.05882352941177,,130.0,DHMet_20250225,,,
670,72.0,40.0,2.0,0.5,1.0,FCxr,P,D,,32.6,107.0,328.22085889570553,,130.0,DHMet_20250225,,,
671,40.0,20.0,2.5,1.0,1.5,DHxr,1F,D,,18.8,51.5,273.93617021276594,,130.0,DHMet_20250225,,,
672,20.0,0.0,3.0,1.0,2.0,DHxr,K,D,,20.0,74.0,370.0,,130.0,DHMet_20250225,,,
676,61.0,54.0,2.0,0.6,1.5,PPrm,F,,some clean stellars.  ,7.0,10.0,142.85714285714286,20241213.0,61.0,BOG_20241213,51.68597963340122,2.805180749473684,
677,54.0,52.0,2.0,0.8,1.0,MFcr,1F,,"faceted edges, faceting",1.8,5.0,277.77777777777777,,61.0,BOG_20241213,,,
678,52.0,42.0,2.0,1.0,1.5,FCxr,F,,,,,,,61.0,BOG_20241213,,,
679,42.0,40.0,1.5,0.5,1.0,MFcr,4F,,"faceting, some opacity",,,,,61.0,BOG_20241213,,,
680,40.0,38.5,2.0,1.0,1.5,FC,F,,,,,,,61.0,BOG_20241213,,,
681,38.5,36.5,1.5,0.8,1.0,MFcr,4F,,heavily faceted,,,,,61.0,BOG_20241213,,,
682,36.5,34.5,1.5,0.5,1.0,FC,F,,some squares,,,,,61.0,BOG_20241213,,,
683,34.5,33.0,1.0,0.5,0.8,MFcr,1F,,faceting,,,,,61.0,BOG_20241213,,,
684,33.0,21.0,1.5,0.5,1.0,RGxf,4F,,heavily faceted,,,,,61.0,BOG_20241213,,,
685,21.0,20.0,1.0,0.3,0.5,MFcr,4F,,some 1F,,,,,61.0,BOG_20241213,,,
686,20.0,13.0,2.0,1.0,1.5,FC,4F,,early striations,,,,,61.0,BOG_20241213,,,
687,13.0,9.0,1.5,0.8,1.0,MFcr,1F,,,,,,,61.0,BOG_20241213,,,
688,9.0,0.0,2.0,0.8,1.0,FCxr,P,,,,,,,61.0,BOG_20241213,,,
689,70.0,69.5,2.0,0.5,1.0,SHxr,F,D,,,,,20241205.0,70.0,FST_20241205,0.981,0.0625165257142857,
690,69.5,53.0,0.5,0.1,0.3,RGxf,F,D,,17.0,21.0,123.52941176470588,,70.0,FST_20241205,16.648346227561706,1.8770296428927682,
691,53.0,40.0,0.5,0.1,0.3,RG,1F,D,RGla ,13.0,27.5,211.53846153846155,,70.0,FST_20241205,,,
692,40.0,37.0,0.5,0.1,0.3,RGxf,1F,D,,3.0,8.5,283.3333333333333,,70.0,FST_20241205,,,
693,37.0,23.0,1.0,0.3,0.5,FC,4F,D,FCso,14.0,30.0,214.28571428571428,,70.0,FST_20241205,,,
694,23.0,0.0,2.0,0.5,1.0,DHpr,4F,D,Prisms,23.0,63.0,273.9130434782609,,70.0,FST_20241205,,,
701,120.0,112.0,2.0,0.4,1.0,DF,F,D,,8.0,16.3,203.8,20241212.0,120.0,BDG_20241212,103.52036987522281,2.8701298217468802,4.5271356163485805
702,112.0,110.0,1.0,0.4,0.8,DF,F,D,Very rounded,2.0,4.4,222.1,,120.0,BDG_20241212,376.74574468085103,6.605340035460994,4.73747433859752
703,110.0,107.0,6.0,2.0,4.0,SH,F,D,fealthers and striations,3.0,6.9,229.9,,120.0,BDG_20241212,436.88327586206907,6.145406473933649,
704,107.0,94.0,0.5,1.0,1.5,FCxr,F,D,heavily rounded,13.0,32.4,249.0,,120.0,BDG_20241212,,,
705,94.0,93.0,0.4,0.6,1.0,RG,4F,D,previously facets,1.0,2.7,270.3,,120.0,BDG_20241212,,,
706,93.0,78.0,0.6,0.3,0.4,RG,4F,D,some faceted edges,14.6,40.5,277.3972602739726,,120.0,BDG_20241212,,,
707,78.0,74.0,1.0,0.3,0.7,MFcr,P,D,"well bonded, some faceted edges",5.8,18.0,326.48912968,,120.0,BDG_20241212,,,
708,74.0,51.0,0.8,0.2,0.4,RG,1F,D,,23.6,76.5,324.1525423728813,,120.0,BDG_20241212,,,
709,51.0,25.0,0.7,0.4,0.5,RG,1F,D,pencil at bottom of layer,26.0,88.3,339.7,,120.0,BDG_20241212,,,
710,25.0,23.0,1.5,0.4,0.7,MFcr,1F,D,some faceting,,,226.87707579,,120.0,BDG_20241212,,,
711,23.0,0.0,1.0,0.6,0.8,RG,1F,D,,,,386.1,,120.0,BDG_20241212,,,
712,95.0,94.0,1.0,0.3,0.5,MFpc,P,M,,1.8,4.5,250.0,20250204.0,95.0,DHMet_20250204,19.18476760563381,0.9684570234741784,
713,94.0,84.0,0.8,0.3,0.5,RG,1F,M,RGlr,9.0,22.5,250.0,,95.0,DHMet_20250204,39.73106049497396,1.1255089956076134,
714,84.0,65.0,1.0,0.3,0.5,FCxr,4F,M,,17.8,44.0,247.19101123595505,,95.0,DHMet_20250204,,,
715,65.0,46.0,1.5,0.5,1.0,RG,1F,M,RGlr,18.6,52.5,282.258064516129,,95.0,DHMet_20250204,,,
716,46.0,40.0,1.5,0.5,1.0,FCxr,P,M,,8.0,26.5,331.25,,95.0,DHMet_20250204,,,
717,40.0,24.0,2.0,0.5,1.0,FCxr,1F,M,,14.8,44.0,297.2972972972973,,95.0,DHMet_20250204,,,
718,24.0,0.0,4.0,1.0,2.0,DHxr,1F,M,,24.0,70.0,291.6666666666667,,95.0,DHMet_20250204,,,
724,46.0,45.5,0.5,0.1,0.3,DF,F,D,"DFbk
Some FCsf starting",,,,20241216.0,46.0,FEFHQ_20241216,0.981,,
725,45.5,39.0,0.5,0.1,0.3,RGwp,4F,D,Some DFbk,6.6,8.5,129.0,,46.0,FEFHQ_20241216,8.454871937086093,,
726,39.0,20.0,2.0,0.5,1.0,DHpr,F,D,Early cups/striations,18.0,34.5,192.0,,46.0,FEFHQ_20241216,,,
727,20.0,17.0,3.0,1.0,2.0,DHcp,1F,D,Possible old surface MFcl?,4.0,9.5,238.0,,46.0,FEFHQ_20241216,,,
728,17.0,0.0,6.0,1.0,2.0,DHla,F,D,Textbook DH,12.4,21.5,173.0,,46.0,FEFHQ_20241216,,,
736,105.0,104.5,1.0,0.3,0.5,FCsf,F,D,RR Crust,,,,20250130.0,105.0,AM_20250130,0.981,0.05702717714285714,
737,104.5,95.0,0.8,0.1,0.3,FCsf,F,D,,11.0,18.5,168.1818181818182,,105.0,AM_20250130,39.02754039141973,0.8521336421052631,
738,95.0,79.0,1.0,0.3,0.5,RGxf,F,D,,13.199999999999989,28.0,212.1212121212123,,105.0,AM_20250130,,,
739,79.0,63.0,1.0,0.3,0.5,RGxf,1F,D,,18.40000000000001,54.0,293.47826086956513,,105.0,AM_20250130,,,
740,63.0,53.0,1.5,0.5,1.0,RGxf,1F,D,,8.799999999999997,24.5,278.409090909091,,105.0,AM_20250130,,,
741,53.0,33.0,2.5,0.5,1.0,FCxr,4F,D,,20.000000000000004,54.0,269.99999999999994,,105.0,AM_20250130,,,
742,33.0,19.0,4.0,1.0,2.0,DHxr,F,D,,15.0,43.0,286.6666666666667,,105.0,AM_20250130,,,
743,19.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,14.2,39.5,278.16901408450707,,105.0,AM_20250130,,,
748,154.0,152.0,0.5,0.1,0.3,FCsf,F,D,DFbk RR Crust,1.4000000000000057,3.0,214.28571428571345,20250306.0,154.0,AM_20250306,10.403702127659576,0.3643410468085106,
749,152.0,133.5,1.0,0.1,0.5,DF,4F,D,DFdc FCsf,20.200000000000017,31.5,155.9405940594058,,154.0,AM_20250306,107.4350229942726,2.4638381086206893,
750,133.5,109.0,0.8,0.3,0.5,RG,4F,D,RGlr,24.0,59.5,247.91666666666663,,154.0,AM_20250306,,,
751,109.0,93.0,1.5,0.3,0.8,RG,1F,D,RGlr,13.599999999999994,41.5,305.1470588235296,,154.0,AM_20250306,,,
